Image,Operation,Variant,Phase,Width,Height,Threads,Schedule,Build,Repeat,Elapsed_ms,Hash,Reference_Hash,Exact,Differing_Bytes,Max_Abs_Error,Compiler,Flags,Hostname
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,1,static,omp-avx2,10,9.315531,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=1 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,1,static,omp-avx2,10,65.404304,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=1 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,20,static,off-avx2,1,9.424924,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,20,static,off-avx2,1,3.898423,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,20,static,auto-avx2,1,9.383833,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,20,static,auto-avx2,1,4.617391,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,20,static,omp-avx2,1,9.355073,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=1 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,20,static,omp-avx2,1,4.446560,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=1 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,20,static,auto-avx2,2,9.441581,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,20,static,auto-avx2,2,4.002119,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,20,static,omp-avx2,2,9.362897,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=1 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,20,static,omp-avx2,2,4.441613,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=1 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,20,static,off-avx2,2,9.399863,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,20,static,off-avx2,2,3.961002,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,20,static,omp-avx2,3,9.513487,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=1 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,20,static,omp-avx2,3,4.744848,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=1 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,20,static,off-avx2,3,9.478299,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,20,static,off-avx2,3,3.841554,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,20,static,auto-avx2,3,9.556704,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,20,static,auto-avx2,3,3.932735,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,20,static,off-avx2,4,9.464199,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,20,static,off-avx2,4,3.818778,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,20,static,auto-avx2,4,9.432217,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,20,static,auto-avx2,4,3.929051,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=0 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,reset_average,6000,6000,20,static,omp-avx2,4,9.581889,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=1 -march=haswell,hype5
6000x6000.png,Quantize,quantize_lut_profile,lookup_average,6000,6000,20,static,omp-avx2,4,4.490003,76c70a40b7efa3,76c70a40b7efa3,yes,0,0,12.2.0,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -g -DOMP_EXPLICIT_SIMD=1 -march=haswell,hype5
