Function	Hardware Event Count:CPU_CLK_UNHALTED.THREAD	Hardware Event Count:CPU_CLK_UNHALTED.REF_TSC	Hardware Event Count:INST_RETIRED.ANY	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L1D_PENDING	Hardware Event Count:CPU_CLK_UNHALTED.REF_XCLK	Hardware Event Count:CPU_CLK_UNHALTED.ONE_THREAD_ACTIVE	Hardware Event Count:CYCLE_ACTIVITY.CYCLES_NO_EXECUTE	Hardware Event Count:CYCLE_ACTIVITY.STALLS_LDM_PENDING	Hardware Event Count:CYCLE_ACTIVITY.STALLS_L2_PENDING	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CORE	Hardware Event Count:INT_MISC.RECOVERY_CYCLES	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_HIT_PS	Hardware Event Count:MEM_LOAD_UOPS_RETIRED.L3_MISS_PS	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.CYCLES_WITH_DATA_RD	Hardware Event Count:OFFCORE_REQUESTS_OUTSTANDING.ALL_DATA_RD:cmask=6	Hardware Event Count:RESOURCE_STALLS.SB	Hardware Event Count:RS_EVENTS.EMPTY_CYCLES	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=1	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=2	Hardware Event Count:UOPS_EXECUTED.CORE:cmask=3	Hardware Event Count:UOPS_ISSUED.ANY	Hardware Event Count:UOPS_RETIRED.RETIRE_SLOTS	Hardware Event Count:IDQ_UOPS_NOT_DELIVERED.CYCLES_0_UOPS_DELIV.CORE	Hardware Event Count:MEM_UOPS_RETIRED.ALL_LOADS_PS	Hardware Event Count:MEM_UOPS_RETIRED.ALL_STORES_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.LOCAL_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_DRAM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_HITM_PS	Hardware Event Count:MEM_LOAD_UOPS_L3_MISS_RETIRED.REMOTE_FWD_PS	Module	Function (Full)	Source File	Start Address
roundf	46000000	115000000	172500000	0	3500105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210000315	70000105	0	0	0	0	0	0	0	libm.so.6	roundf	[Unknown]	0x41390
task_tick_fair	46000000	23000000	11500000	0	0	3500105	0	0	70000105	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	3500105	0	0	0	0	0	vmlinux	task_tick_fair	[Unknown]	0xffffffff844ec9b0
[Loop@0x30aeb in gaussian_11_horizontal_pass._omp_fn.0]	34500000	57500000	149500000	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	70000105	0	70000105	140000210	140000210	0	21000630	0	0	0	0	0	layout_benchmark	[Loop@0x30aeb in gaussian_11_horizontal_pass._omp_fn.0]	[Unknown]	0x30aeb
[Loop@0xc8c8 in stbi__zbuild_huffman]	34500000	23000000	34500000	0	0	3500105	0	0	0	0	0	0	0	0	0	0	0	70000105	0	0	70000105	70000105	0	0	3500105	0	0	0	0	layout_benchmark	[Loop@0xc8c8 in stbi__zbuild_huffman(stbi__zhuffman*, unsigned char const*, int)]	[Unknown]	0xc8c8
account_user_time	34500000	11500000	0	70000105	0	3500105	0	70000105	70000105	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	account_user_time	[Unknown]	0xffffffff844ffbf0
error_entry	34500000	34500000	11500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	error_entry	[Unknown]	0xffffffff850014f0
reweight_entity	34500000	11500000	23000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70000105	0	0	0	0	0	0	0	vmlinux	reweight_entity	[Unknown]	0xffffffff844ec430
GOMP_loop_maybe_nonmonotonic_runtime_next	23000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	libgomp.so.1.0.0	GOMP_loop_maybe_nonmonotonic_runtime_next	[Unknown]	0xffe0
[Loop@0x156c0 in _ZL16stbi__parse_zlibP10stbi__zbufi]	23000000	57500000	57500000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140000210	0	0	140000210	0	0	0	0	0	0	0	0	layout_benchmark	[Loop@0x156c0 in _ZL16stbi__parse_zlibP10stbi__zbufi]	[Unknown]	0x156c0
[Loop@0x1d578 in func@0x1cfd4]	23000000	11500000	0	0	3500105	0	0	0	0	0	0	0	0	0	0	70000105	0	0	0	0	0	0	0	0	0	0	0	0	0	libgomp.so.1.0.0	[Loop@0x1d578 in func@0x1cfd4]	[Unknown]	0x1d578
__update_load_avg_cfs_rq	23000000	23000000	23000000	0	0	0	70000105	0	70000105	0	0	0	0	210000315	0	0	0	0	0	0	0	0	0	0	7000210	0	0	0	0	vmlinux	__update_load_avg_cfs_rq	[Unknown]	0xffffffff844fe560
__update_load_avg_se	23000000	23000000	0	0	3500105	0	0	0	0	70000105	0	0	0	70000105	0	0	0	0	0	0	140000210	70000105	0	3500105	0	0	0	0	0	vmlinux	__update_load_avg_se	[Unknown]	0xffffffff844fe1b0
arch_scale_freq_tick	23000000	23000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	vmlinux	arch_scale_freq_tick	[Unknown]	0xffffffff8444bf70
