Image,Operation,Width,Height,Layout,Phase,Threads,Schedule,Chunk,Simd_Build,OMP_Places,OMP_Proc_Bind,Hostname,Compiler,Build_Flags,Samples,Median_ms,Min_ms,Max_ms,Mean_ms,StdDev_ms
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,1,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,24.513904,23.563782,24.802618,24.238421,0.591355
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,1,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,24.261404,23.515027,24.608265,24.101790,0.494066
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,24.509516,23.801173,25.569975,24.699813,0.745391
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,1,static,,omp-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1 -march=haswell,5,24.772661,23.701246,25.024354,24.558979,0.562526
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,12,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,2.488306,2.415945,2.606929,2.490189,0.079934
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,12,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,2.483887,2.379352,2.565949,2.475888,0.090607
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,12,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,2.442128,2.386582,2.638882,2.504659,0.116382
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,12,static,,omp-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1 -march=haswell,5,2.600671,2.457216,2.769402,2.614188,0.151081
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,16,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,1.951352,1.938875,1.966745,1.953159,0.010454
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,16,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,1.988206,1.918920,2.123399,2.011043,0.095438
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,16,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,2.062063,1.916162,2.165722,2.053836,0.092509
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,16,static,,omp-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1 -march=haswell,5,1.995629,1.896077,2.100046,2.009545,0.077865
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,2,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,11.835291,11.807242,11.958817,11.869358,0.066102
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,2,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,11.843441,11.735581,12.599760,11.992496,0.359270
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,2,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,12.419041,11.864769,12.584497,12.273304,0.351371
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,2,static,,omp-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1 -march=haswell,5,12.124161,11.888080,12.148673,12.077080,0.107153
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,20,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,1.731390,1.659858,1.824299,1.735832,0.058696
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,20,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,1.741613,1.672441,1.778553,1.730979,0.043170
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,20,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,1.720205,1.662277,1.898126,1.771766,0.102971
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,20,static,,omp-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1 -march=haswell,5,1.741448,1.690312,1.820745,1.751433,0.063860
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,4,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,6.428626,6.112305,6.729986,6.390287,0.235540
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,4,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,6.192521,6.062796,6.251509,6.173135,0.072048
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,4,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,6.559711,6.091134,6.778121,6.527683,0.264754
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,4,static,,omp-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1 -march=haswell,5,6.431325,6.177067,6.587884,6.408586,0.150723
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,8,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,3.549574,3.471055,3.750709,3.584430,0.115133
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,8,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,3.723503,3.407055,3.963911,3.722282,0.234752
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,8,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,3.479020,3.421905,3.625811,3.501541,0.079140
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,AoS_to_SoA,8,static,,omp-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1 -march=haswell,5,3.632610,3.439028,3.652155,3.576073,0.096436
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,1,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,3116.513975,3115.277905,3124.370384,3117.808474,3.706751
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,1,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,3115.516923,3114.619009,3126.809719,3117.624064,5.151819
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,6228.973337,6227.158419,6235.149413,6229.674224,3.174311
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,1,static,,omp-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1 -march=haswell,5,6099.867207,6095.680881,6132.479039,6106.841338,15.346245
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,12,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,300.768983,300.419074,316.625384,303.942479,7.094647
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,12,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,300.767522,300.511074,300.990712,300.746296,0.206434
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,12,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,600.510594,600.037431,603.552652,601.008247,1.438265
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,12,static,,omp-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1 -march=haswell,5,588.935466,587.366484,603.152315,591.582692,6.626343
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,16,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,226.092714,225.478165,226.273723,226.007307,0.307581
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,16,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,225.800113,225.516436,238.224257,228.289358,5.561305
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,16,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,450.784782,450.052502,452.093538,450.866458,0.780130
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,16,static,,omp-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1 -march=haswell,5,440.902535,440.687433,459.325173,444.554653,8.258061
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,2,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,1559.384195,1559.092213,1560.611290,1559.667490,0.658094
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,2,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,1559.116221,1558.771643,1561.166159,1559.548363,0.964366
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,2,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,3116.212698,3115.100692,3120.351034,3117.029998,2.035056
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,2,static,,omp-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1 -march=haswell,5,3061.422859,3053.891466,3073.576060,3062.159413,7.476668
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,20,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,181.923399,181.850192,182.274918,181.980981,0.169724
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,20,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,181.864593,181.698504,182.118391,181.864536,0.174077
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,20,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,362.557003,361.635256,464.434822,387.736926,44.263496
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,20,static,,omp-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1 -march=haswell,5,354.141858,353.737527,354.715027,354.258512,0.388473
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,4,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,784.532665,780.797639,788.760644,784.424900,3.164245
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,4,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,784.329353,780.548785,789.599109,784.622120,3.750767
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,4,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,1571.176517,1561.996997,1641.170359,1596.428963,39.760806
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,4,static,,omp-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1 -march=haswell,5,1535.008726,1526.223905,1632.914013,1553.695039,44.556065
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,8,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,437.102544,434.560986,438.278140,436.703693,1.619674
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,8,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,437.233775,434.780853,437.589304,436.376545,1.436304
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,8,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,872.798209,867.633768,874.289611,871.383667,2.899883
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,End_to_End,8,static,,omp-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1 -march=haswell,5,853.016529,849.936322,856.079018,852.899416,2.209791
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,Kernel,1,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,3067.050413,3066.847580,3074.789371,3068.640081,3.445587
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,Kernel,1,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,3066.312814,3066.240672,3077.383533,3068.691788,4.877343
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,Kernel,1,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,6178.860401,6177.791360,6186.919465,6180.293254,3.774611
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,Kernel,1,static,,omp-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1 -march=haswell,5,6050.153156,6046.659301,6084.100698,6057.542290,15.799220
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,Kernel,12,static,,off,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize,5,295.585823,295.417327,310.919357,298.603182,6.885808
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,Kernel,12,static,,off-avx2,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=0 -fno-tree-vectorize -march=haswell,5,295.344120,295.319869,295.573951,295.425300,0.125005
4000x3000.png,Gaussian_11x11,3990,2990,SoA_Naive,Kernel,12,static,,omp,,,hype1,g++,-O3 -Wall -Wextra -std=c++17 -fopenmp -ffp-contract=off -DOMP_EXPLICIT_SIMD=1,5,595.049351,594.649803,597.857291,595.464520,1.354523
